categories,name,quantity_sold,Top_Sell_Rank,Popularity_Rank,rating
Điện thoại phổ thông,Điện Thoại  Dành Cho Người Già Masstel Fami 12 Phiên bản mới hỗ trợ đèn Pin siêu sáng- Hàng Chính Hãng - Màu đen,6.0,12,33,
Điện thoại phổ thông,Điện Thoại 4G Masstel Lux 10 - 2 Sim 2 Sóng - Sóng 4G HD Call - Loa To Rõ - Pin Bền - Hàng Chính Hãng - Bảo Hành 12 Tháng,1.0,51,33,
Điện thoại phổ thông,"Điện Thoại Cho Người Già Masstel Fami 65 - SOS, Loa To, FM Không Dây, Đọc Số Bằng Giọng Nói, Xem Lịch Âm - HÀNG CHÍNH HÃNG",1.0,51,33,
Điện thoại phổ thông,"Điện Thoại Cho Người Già Masstel Fami 12 4G - Viền Kim Loại, Ăng Ten FM Không Dây - Hàng Chính Hãng",24.0,29,33,5.0
Điện thoại phổ thông,Điện Thoại Cho Người Già Masstel Fami 12 4G-hỗ trợ 4g-chữ to dành cho người già(Hàng Chính Hãng),4.0,19,33,
Điện thoại phổ thông,Điện Thoại Di Động Forme D111 4G - Hàng Chính Hãng,2.0,34,33,5.0
Điện thoại phổ thông,Điện Thoại Di Động Forme D666 4G - Hàng Chính Hãng,1.0,51,33,
Điện thoại phổ thông,Điện Thoại Di Động Forme D888 4G - Hàng Chính Hãng,1.0,51,33,
Điện thoại phổ thông,Điện Thoại Di Động Forme D999 4G - Hàng Chính Hãng,1.0,51,33,
Điện thoại phổ thông,Điện Thoại Forme D888 - Hàng Chính Hãng,5.0,16,33,
Điện thoại phổ thông,Điện Thoại Masstel Fami 12 4G - Hàng Chính Hãng,194.0,42,33,
Điện thoại phổ thông,Điện Thoại Masstel Lux 10 4G - Hàng Chính Hãng,194.0,42,33,
Điện thoại phổ thông,Điện Thoại Masstel iZi 11 4G - Hàng Chính Hãng,1.0,51,33,
Điện thoại phổ thông,Điện Thoại Masstel iZi 26 4G - Hàng Chính Hãng,194.0,42,33,
Điện thoại phổ thông,"Điện Thoại Người Già Masstel Fami 60 4G - Loa To, FM Không Dây, Đọc Số Bằng Giọng Nói, SOS, Đèn Pin Kép,... Hàng Chính Hãng",726.0,9,33,5.0
Điện thoại phổ thông,Điện Thoại Nokia 105 4G Pro - Hàng Chính Hãng,1.0,51,33,
Điện thoại phổ thông,Điện Thoại Nokia 110 4G Pro - Hàng Chính Hãng,8.0,1,33,4.0
Điện thoại phổ thông,Điện Thoại Suntek Voga V1 - Hàng Chính Hãng,4.0,19,33,
Điện thoại phổ thông,Điện thoại Itel it9010 4G - Hàng chính hãng,56.0,14,33,5.0
Điện thoại phổ thông,Điện thoại Itel it9200 4G - Hàng chính hãng,6.0,12,33,5.0
Điện thoại phổ thông,"Điện thoại Masstel FAMI 60 4G ,Pin 2000 mah ,cỡ chữ to rõ ràng,âm thanh lớn,màn hình to- Hàng chính hãng",2.0,34,33,
Điện thoại phổ thông,Điện thoại Masstel FAMI 60 4G Pin 2000 mah - Hàng chính hãng,1404.0,49,33,5.0
Điện thoại phổ thông,Điện thoại Masstel Fami 60 - Hàng chính hãng ,1.0,51,33,
Điện thoại phổ thông,Điện thoại Masstel Fami 65 4G - Tặng dock sạc - Gọi HD Call - Hàng chính hãng,252.0,28,33,5.0
Điện thoại phổ thông,"Điện thoại Masstel Fami 8 4G(LTE) Gọi HD call , Bàn phím chữ số lớn,Loa to - Hàng chính hãng",2.0,34,33,
Điện thoại phổ thông,Điện thoại Masstel IZI 11 4G - Hàng chính hãng,144.0,48,33,5.0
Điện thoại phổ thông,"Điện thoại Masstel IZI 20 4G , Pin 1700 mAh - Hàng chính hãng ",360.0,24,33,5.0
Điện thoại phổ thông,"Điện thoại Masstel IZI 20 4G - Hàng chính hãng, Nguyên Seal",16.0,45,33,5.0
Điện thoại phổ thông,"Điện thoại Masstel IZI 50 4G , Pin 1700 mah - Hàng chính hãng",196.0,41,33,5.0
Điện thoại phổ thông,"Điện thoại Masstel IZI 55 4G , Pin 1800mah - Hàng chính hãng",300.0,27,33,5.0
Điện thoại phổ thông,Điện thoại Masstel IZI 55 4G - Hàng chính hãng,16.0,45,33,5.0
Điện thoại phổ thông,Điện thoại Masstel IZI11 4G - Hàng Chính Hãng,1.0,51,33,
Điện thoại phổ thông,Điện thoại Masstel Izi 20 - Hàng chính hãng ,2.0,34,33,5.0
Điện thoại phổ thông,"Điện thoại Masstel Izi 25 4G Pin siêu khỏe, Gọi HD call- Hàng chính hãng",22.0,32,33,5.0
Điện thoại phổ thông,"Điện thoại Masstel Izi 56 4G (LTE) Gọi HD Call ,Pin khủng ,loa lớn - Hàng Chính Hãng",23.0,30,33,
Điện thoại phổ thông,Điện thoại Masstel Izi S1 4G (LTE) Gọi HD Call - Hàng chính hãng,1.0,51,33,
Điện thoại phổ thông,Điện thoại Masstel Lux 10 4G - Nhiều chức năng - Hàng chính hãng,8.0,1,33,5.0
Điện thoại phổ thông,Điện thoại Masstel Lux 10 4G - Sang trọng - Gọi HD Call - Hàng chính hãng,224.0,31,33,5.0
Điện thoại phổ thông,Điện thoại Masstel Lux 20 4G - Sang trọng - Gọi HD Call - Hàng chính hãng,350.0,25,33,5.0
Điện thoại phổ thông,"Điện thoại Masstel Lux 20 4G dành cho người lớn tuổi - Hàng chính hãng, Nguyên Seal",72.0,10,33,5.0
Điện thoại phổ thông,"Điện thoại Masstel Play 10 4G Thiết kế hầm hố,Khung viền kim loại - Hàng chính hãng",448.0,18,33,5.0
Điện thoại phổ thông,Điện thoại Masstel izi 26 - Hàng chính hãng ,1.0,51,33,
Điện thoại phổ thông,Điện thoại Masstel izi 26 4G - Gọi HD Call - Hàng chính hãng,140.0,50,33,5.0
Điện thoại phổ thông,Điện thoại Masstel izi 56 4G (pin trâu-loa chữ to rõ) - Hàng Chính Hãng,2.0,34,33,5.0
Điện thoại phổ thông,"Điện thoại Mobell F209 4G ,Loa to, Phím lớn - Hàng chính hãng",20.0,33,33,5.0
Điện thoại phổ thông,Điện thoại Mobell M239 - Hàng chính hãng,1.0,51,33,
Điện thoại phổ thông,Điện thoại Mobell M239 4G - 2 SIM - Hàng chính hãng,76.0,6,33,5.0
Điện thoại phổ thông,Điện thoại Mobell M539 4G - Màn hình lớn 2.8 inch - Hàng chính hãng,8.0,1,33,5.0
Điện thoại phổ thông,"Điện thoại Mobell Rock 4 4G , Pin 3250mah , Loa Siêu lớn - Hàng chính hãng",312.0,26,33,5.0
Điện thoại phổ thông,Điện thoại Nokia 105 4G - Hàng chính hãng,730.0,8,33,5.0
Điện thoại phổ thông,Điện thoại Nokia 105 4G Pro - Hàng chính hãng,2.0,34,33,
Điện thoại phổ thông,Điện thoại Nokia 110 4G - Hàng chính hãng,600.0,11,33,5.0
Điện thoại phổ thông,Điện thoại Nokia N110 4G - Hàng chính hãng,4.0,19,33,
Điện thoại phổ thông,Điện thoại di động Forme N82 4G - Hàng chính hãng,1.0,51,33,
Điện thoại phổ thông,Điện thoại di động Forme Q8 (4G) - Hàng chính hãng,467.0,17,33,
Điện thoại phổ thông,Điện thoại di động Mobell M331 - Hàng chính hãng,52.0,15,33,
Điện thoại phổ thông,Điện thoại di động Nokia 105 4G - Hàng chính hãng,1.0,51,33,
Điện thoại phổ thông,Điện thoại di động Vtel E10 4G – Hàng Chính Hãng,7450.0,7,33,5.0
Điện thoại phổ thông,Điện thoại itel it9200 4G - WIFI - Hàng chính hãng,3720.0,23,33,5.0
Điện thoại phổ thông,"Điện thoại người già IPRO F183 4G , Gọi HD Call , Có SOS , 2 sim 2 sóng - Hàng chính hãng",2.0,34,33,
Điện thoại phổ thông,điện thoại Nokia 110 4G Pro -Kiểu dáng bền bỉ - hiển thị rõ nét- Hàng chính hãng,8.0,1,33,
